what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1348429168289
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348429168600
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1348429170835
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348429171134
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348429172864
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348429174685
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348429175716
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348429189530
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1348429189562
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1348429191068
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348429191344
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348429191394
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348429198165
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348429209967
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1348429209994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348429210988
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348429258426
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348429260779
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348429263175
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1348429265599
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348429266933
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348429875779
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1348429878507
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348429884017
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348429884073
